Sample,Block,Time,Chamber,Fragmentation,position,Date,Total Dry wt,CB Dry wt,thread wt,Thread shoot,Sample Dry wt,Count #,# lg squares,Calothrix-V,Calothrix-H,Nostoc-V,Nostoc-H,Stigonema-V,Stigonema-H,single-cells (spp.),Other,Notes,Counter,Total.cells,Total.h
32A-4.1,3,2,A,4,1,2010-03-01,369.7,40.6,,,369.7,2,9,0,0,0,0,3,0,1,0,10% Amp sonication?,JAW,4,0
32C-1.0,3,2,C,1,0,2010-03-01,518.6,68.6,,,518.6,1,9,0,0,0,0,105,2,0,0,10% Amp sonication?  Fungus,JAW,107,2
32C-1.0,3,2,C,1,0,2010-03-01,518.6,68.6,,,518.6,2,9,0,0,0,0,86,4,0,0,"10% Amp sonication?  Fungus, messy",JAW,90,4
32C-1.1,3,2,C,1,1,2010-03-01,577.2,47.8,,,577.2,1,9,0,0,0,0,38,1,0,0,10% Amp sonication?  Messy,JAW,39,1
32C-1.1,3,2,C,1,1,2010-03-01,577.2,47.8,,,577.2,2,9,0,0,0,0,77,2,0,0,10% Amp sonication?,JAW,79,2
32C-2.0,3,2,C,2,0,2010-03-01,640.2,28.7,,,640.2,1,9,0,0,0,0,10,0,0,0,faint,JAW,10,0
32C-2.0,3,2,C,2,0,2010-03-01,640.2,28.7,,,640.2,2,9,0,0,0,0,24,1,0,0,,JAW,25,1
32C-2.1,3,2,C,2,1,2010-03-01,421.3,45.7,,,421.3,1,9,0,0,0,0,41,0,1,0,fungus,JAW,42,0
32C-2.1,3,2,C,2,1,2010-03-01,421.3,45.7,,,421.3,2,9,0,0,0,0,57,4,0,0,fungus,JAW,61,4
32C-3.0,3,2,C,3,0,2010-03-01,247.2,48.4,,,247.2,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
32C-3.0,3,2,C,3,0,2010-03-01,247.2,48.4,,,247.2,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
32C-3.1,3,2,C,3,1,2010-03-01,377.4,35.8,,,377.4,1,9,0,0,0,0,3,0,0,0,,JAW,3,0
32C-3.1,3,2,C,3,1,2010-03-01,377.4,35.8,,,377.4,2,9,0,0,0,0,60,0,0,0,very faint,JAW,60,0
32C-4.0,3,2,C,4,0,2010-03-01,673.6,87.9,,,673.6,1,9,0,0,0,0,10,2,1,0,,JAW,13,2
32C-4.0,3,2,C,4,0,2010-03-01,673.6,87.9,,,673.6,2,9,0,0,0,0,15,0,0,0,,JAW,15,0
32C-4.1,3,2,C,4,1,2010-03-02,363.5,40.9,,,363.5,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
32C-4.1,3,2,C,4,1,2010-03-02,363.5,40.9,,,363.5,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
22A-1.0,2,2,A,1,0,2010-03-02,496.5,56.6,,,496.5,1,9,0,0,0,0,109,1,0,0,fungus,JAW,110,1
22A-1.0,2,2,A,1,0,2010-03-02,496.5,56.6,,,496.5,2,9,0,0,0,0,121,9,0,0,"fungus, faint",JAW,130,9
22A-1.1,2,2,A,1,1,2010-03-02,464.4,59.3,,,464.4,1,9,0,0,0,0,52,4,0,0,fungus,JAW,56,4
22A-1.1,2,2,A,1,1,2010-03-02,464.4,59.3,,,464.4,2,9,0,0,0,0,62,3,0,0,fungus,JAW,65,3
22A-2.0,2,2,A,2,0,2010-03-02,384.3,41.2,,,384.3,1,9,0,0,0,0,95,3,0,0,"fungus, faint",JAW,98,3
22A-2.0,2,2,A,2,0,2010-03-02,384.3,41.2,,,384.3,2,9,0,0,0,0,137,11,0,0,fungus,JAW,148,11
22A-2.1,2,2,A,2,1,2010-03-02,434.3,62.9,,,434.3,1,9,0,0,0,0,149,3,0,0,very faint,JAW,152,3
22A-2.1,2,2,A,2,1,2010-03-02,434.3,62.9,,,434.3,2,9,0,0,0,0,96,2,0,0,very faint,JAW,98,2
22A-3.0,2,2,A,3,0,2010-03-02,231.1,30.5,,,231.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
22A-3.0,2,2,A,3,0,2010-03-02,231.1,30.5,,,231.1,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
22A-3.1,2,2,A,3,1,2010-03-02,826.3,72.7,,,826.3,1,9,0,0,0,0,89,2,0,0,fungus,JAW,91,2
22A-3.1,2,2,A,3,1,2010-03-02,826.3,72.7,,,826.3,2,9,0,0,0,0,182,8,0,0,"fungus, faint",JAW,190,8
22A-4.0,2,2,A,4,0,2010-03-02,458.7,64.8,,,458.7,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
22A-4.0,2,2,A,4,0,2010-03-02,458.7,64.8,,,458.7,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
22A-4.1,2,2,A,4,1,2010-03-02,348.6,49.9,,,348.6,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
22A-4.1,2,2,A,4,1,2010-03-02,348.6,49.9,,,348.6,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
22C-1.0,2,2,C,1,0,2010-03-02,536.5,80.7,,,536.5,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
22C-1.0,2,2,C,1,0,2010-03-02,536.5,80.7,,,536.5,2,9,0,0,0,0,8,0,0,0,faint,JAW,8,0
22C-1.1,2,2,C,1,1,2010-03-02,408.7,29.7,,,408.7,1,9,0,0,0,0,79,3,0,0,faint,JAW,82,3
22C-1.1,2,2,C,1,1,2010-03-02,408.7,29.7,,,408.7,2,9,0,0,0,0,124,2,0,0,faint,JAW,126,2
22C-2.0,2,2,C,2,0,2010-03-02,293.2,21.6,,,293.2,1,9,0,0,0,0,17,0,0,0,,JAW,17,0
22C-2.0,2,2,C,2,0,2010-03-02,293.2,21.6,,,293.2,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
22C-2.1,2,2,C,2,1,2010-03-02,433.2,28.1,,,433.2,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
22C-2.1,2,2,C,2,1,2010-03-02,433.2,28.1,,,433.2,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
22C-3.0,2,2,C,3,0,2010-03-02,395.5,41.0,,,395.5,1,9,0,0,0,0,10,0,0,0,,JAW,10,0
22C-3.0,2,2,C,3,0,2010-03-02,395.5,41.0,,,395.5,2,9,0,0,0,0,52,3,0,0,faint + decaying?,JAW,55,3
22C-3.1,2,2,C,3,1,2010-03-02,455.1,39.3,,,455.1,1,9,0,0,0,0,4,0,0,0,,JAW,4,0
22C-3.1,2,2,C,3,1,2010-03-02,455.1,39.3,,,455.1,2,9,0,0,0,0,81,2,0,0,,JAW,83,2
22C-4.0,2,2,C,4,0,2010-03-04,347.6,30.1,,,347.6,1,9,0,0,0,0,15,1,0,0,fungus,JAW,16,1
22C-4.0,2,2,C,4,0,2010-03-04,347.6,30.1,,,347.6,2,9,0,0,0,0,15,0,0,0,fungus,JAW,15,0
22C-4.1,2,2,C,4,1,2010-03-04,485.5,60.1,,,485.5,1,9,0,0,0,0,3,0,0,0,,JAW,3,0
22C-4.1,2,2,C,4,1,2010-03-04,485.5,60.1,,,485.5,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
12A-1.0,1,2,A,1,0,2010-03-04,316.9,26.1,,,316.9,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
12A-1.0,1,2,A,1,0,2010-03-04,316.9,26.1,,,316.9,2,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
12A-1.1,1,2,A,1,1,2010-03-04,251.5,24.9,,,251.5,1,9,0,0,0,0,0,0,1,0,,JAW,1,0
12A-1.1,1,2,A,1,1,2010-03-04,251.5,24.9,,,251.5,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
12A-2.0,1,2,A,2,0,2010-03-04,447.1,36.8,,,447.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
12A-2.0,1,2,A,2,0,2010-03-04,447.1,36.8,,,447.1,2,9,0,0,0,0,5,0,0,0,faint + decaying.  Globular stuff?,JAW,5,0
12A-2.1,1,2,A,2,1,2010-03-04,629.1,47.8,,,629.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
12A-2.1,1,2,A,2,1,2010-03-04,629.1,47.8,,,629.1,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
12A-3.0,1,2,A,3,0,2010-03-04,572.8,72.4,,,572.8,1,9,0,0,11,0,41,2,1,0,fungus,JAW,55,2
12A-3.0,1,2,A,3,0,2010-03-04,572.8,72.4,,,572.8,2,9,0,0,57,3,133,7,0,0,fungus,JAW,200,10
12A-3.1,1,2,A,3,1,2010-03-04,462.0,62.0,,,462.0,1,9,0,0,5,0,100,4,0,0,fungus,JAW,109,4
12A-3.1,1,2,A,3,1,2010-03-04,462.0,62.0,,,462.0,2,9,0,0,0,0,193,8,0,0,fungus,JAW,201,8
12A-4.0,1,2,A,4,0,2010-03-04,556.6,59.5,,,556.6,1,9,0,0,13,1,50,1,0,0,fungus,JAW,65,2
12A-4.0,1,2,A,4,0,2010-03-04,556.6,59.5,,,556.6,2,9,0,0,0,0,183,10,0,0,fungus,JAW,193,10
12A-4.1,1,2,A,4,1,2010-03-04,429.5,50.3,,,429.5,1,9,0,0,0,0,28,0,0,0,fungus,JAW,28,0
12A-4.1,1,2,A,4,1,2010-03-04,429.5,50.3,,,429.5,2,9,0,0,0,0,187,5,0,0,fungus,JAW,192,5
12C-1.0,1,2,C,1,0,2010-03-03,278.8,36.9,,,278.8,1,9,0,0,0,0,12,0,0,0,,JAW,12,0
12C-1.0,1,2,C,1,0,2010-03-03,278.8,36.9,,,278.8,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
12C-1.1,1,2,C,1,1,2010-03-03,336.8,39.1,,,336.8,1,9,0,0,0,0,10,0,0,0,"fungus, messy",JAW,10,0
12C-1.1,1,2,C,1,1,2010-03-03,336.8,39.1,,,336.8,2,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
12C-2.0,1,2,C,2,0,2010-03-03,406.1,46.6,,,406.1,1,9,0,0,0,0,6,0,0,0,more too faint to count,JAW,6,0
12C-2.0,1,2,C,2,0,2010-03-03,406.1,46.6,,,406.1,2,9,0,0,0,0,8,0,0,0,very faint,JAW,8,0
12C-2.1,1,2,C,2,1,2010-03-03,351.6,43.8,,,351.6,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
12C-2.1,1,2,C,2,1,2010-03-03,351.6,43.8,,,351.6,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
12C-3.0,1,2,C,3,0,2010-03-03,380.4,45.2,,,380.4,1,9,0,0,0,0,15,0,0,0,,JAW,15,0
12C-3.0,1,2,C,3,0,2010-03-03,380.4,45.2,,,380.4,2,9,0,0,0,0,10,0,0,0,decaying?  Loose,JAW,10,0
12C-3.1,1,2,C,3,1,2010-03-03,395.2,32.7,,,395.2,1,9,0,0,0,0,0,0,0,0,very faint Stigonema off-grid,JAW,0,0
12C-3.1,1,2,C,3,1,2010-03-03,395.2,32.7,,,395.2,2,9,0,0,0,0,8,1,0,0,very faint,JAW,9,1
12C-4.0,1,2,C,4,0,2010-03-03,387.1,19.6,,,387.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
12C-4.0,1,2,C,4,0,2010-03-03,387.1,19.6,,,387.1,2,9,0,0,0,0,14,0,0,0,"faint, messy",JAW,14,0
12C-4.1,1,2,C,4,1,2010-03-03,365.1,26.4,,,365.1,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
12C-4.1,1,2,C,4,1,2010-03-03,365.1,26.4,,,365.1,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
-.,,,,,,,,,,,0.0,,,0,0,0,0,0,0,0,0,,JAW,0,0
84A-1.0,8,4,A,1,0,2010-08-28,776.1,51.0,15.0,TRUE,761.1,1,9,0,0,0,0,152,9,2,0,"some fungus, big colony",JAW,163,9
84A-1.0,8,4,A,1,0,2010-08-28,776.1,51.0,15.0,TRUE,761.1,2,9,0,0,47,2,92,6,0,0,"some fungus, mostly immature Nostoc?",JAW,147,8
84A-1.1,8,4,A,1,1,2010-08-28,441.4,53.2,12.0,TRUE,429.4,1,9,0,0,0,0,50,0,2,0,faded blobs,JAW,52,0
84A-1.1,8,4,A,1,1,2010-08-28,441.4,53.2,12.0,TRUE,429.4,2,9,0,0,0,0,54,0,0,0,"faded blobs, faint",JAW,54,0
84A-2.0,8,4,A,2,0,2010-08-28,388.0,41.7,NA,FALSE,388.0,1,9,0,0,0,0,128,6,0,0,,JAW,134,6
84A-2.0,8,4,A,2,0,2010-08-28,388.0,41.7,NA,FALSE,388.0,2,9,0,0,0,0,94,5,0,0,,JAW,99,5
84A-2.1,8,4,A,2,1,2010-08-28,317.2,43.3,10.6,TRUE,306.6,1,9,0,0,0,0,29,1,1,0,,JAW,31,1
84A-2.1,8,4,A,2,1,2010-08-28,317.2,43.3,10.6,TRUE,306.6,2,9,0,0,0,0,7,0,0,0,,JAW,7,0
84A-3.0,8,4,A,3,0,2010-08-28,604.6,56.5,14.1,TRUE,590.5,1,9,0,0,27,1,171,5,0,0,"fungus, Immature Nostoc",JAW,204,6
84A-3.0,8,4,A,3,0,2010-08-28,604.6,56.5,14.1,TRUE,590.5,2,9,0,0,0,0,90,3,0,0,fungus,JAW,93,3
84A-3.1,8,4,A,3,1,2010-08-28,482.8,42.2,12.7,TRUE,470.1,1,9,0,0,0,0,30,1,0,0,fungus,JAW,31,1
84A-3.1,8,4,A,3,1,2010-08-28,482.8,42.2,12.7,TRUE,470.1,2,9,0,0,0,0,16,0,0,0,"fungus, more off-grid",JAW,16,0
84A-4.0,8,4,A,4,0,2010-08-28,627.8,76.4,9.6,TRUE,618.2,1,9,0,0,0,0,4,0,0,0,fungus,JAW,4,0
84A-4.0,8,4,A,4,0,2010-08-28,627.8,76.4,9.6,TRUE,618.2,2,9,0,0,0,0,11,0,0,0,"fungus, messy, glowing moss",JAW,11,0
84A-4.1,8,4,A,4,1,2010-08-28,585.0,47.5,12.6,TRUE,572.4,1,9,0,0,11,1,42,2,0,0,fungus,JAW,56,3
84A-4.1,8,4,A,4,1,2010-08-28,585.0,47.5,12.6,TRUE,572.4,2,9,0,0,0,0,11,7,1,0,fungus,JAW,19,7
84C-1.0,8,4,C,1,0,2010-08-28,392.0,44.2,12.3,TRUE,379.7,1,9,0,0,0,0,33,1,1,0,,JAW,35,1
84C-1.0,8,4,C,1,0,2010-08-28,392.0,44.2,12.3,TRUE,379.7,2,9,0,0,0,0,31,0,0,0,faded,JAW,31,0
84C-1.1,8,4,C,1,1,2010-08-28,438.2,43.6,10.6,TRUE,427.6,1,9,0,0,4,1,112,6,0,0,,JAW,123,7
84C-1.1,8,4,C,1,1,2010-08-28,438.2,43.6,10.6,TRUE,427.6,2,9,0,0,0,0,121,4,0,0,,JAW,125,4
84C-2.0,8,4,C,2,0,2010-08-28,308.0,30.4,8.4,TRUE,299.6,1,9,0,0,0,0,201,1,0,0,faint,JAW,202,1
84C-2.0,8,4,C,2,0,2010-08-28,308.0,30.4,8.4,TRUE,299.6,2,9,0,0,0,0,77,0,0,0,faint,JAW,77,0
84C-2.1,8,4,C,2,1,2010-08-28,497.0,80.8,8.8,TRUE,488.2,1,9,0,0,9,0,103,3,0,0,"fungus, faint, messy",JAW,115,3
84C-2.1,8,4,C,2,1,2010-08-28,497.0,80.8,8.8,TRUE,488.2,2,9,0,0,0,0,152,4,0,0,"fungus, faint, messy",JAW,156,4
84C-3.0,8,4,C,3,0,2010-08-28,345.9,36.1,9.7,FALSE,336.2,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
84C-3.0,8,4,C,3,0,2010-08-28,345.9,36.1,9.7,FALSE,336.2,2,9,0,0,0,0,19,0,1,0,shriveled,JAW,20,0
84C-3.1,8,4,C,3,1,2010-08-28,838.3,55.1,13.6,FALSE,824.7,1,9,0,0,0,0,372,21,0,0,"some fungus, busy, bright, clear!",JAW,393,21
84C-3.1,8,4,C,3,1,2010-08-28,838.3,55.1,13.6,FALSE,824.7,2,9,0,0,0,0,325,21,0,0,"some fungus, busy, bright, clear!",JAW,346,21
84C-4.0,8,4,C,4,0,2010-08-28,312.0,52.3,11.7,TRUE,300.3,1,9,0,0,0,0,61,0,1,0,faint,JAW,62,0
84C-4.0,8,4,C,4,0,2010-08-28,312.0,52.3,11.7,TRUE,300.3,2,9,0,0,0,0,19,0,0,0,faint,JAW,19,0
84C-4.1,8,4,C,4,1,2010-08-28,374.5,48.0,12.5,TRUE,362.0,1,9,0,0,0,0,19,1,0,0,fungus,JAW,20,1
84C-4.1,8,4,C,4,1,2010-08-28,374.5,48.0,12.5,TRUE,362.0,2,9,0,0,0,0,113,3,0,0,"fungus, faint",JAW,116,3
74A-1.0,7,4,A,1,0,2010-08-26,587.3,79.6,16.0,TRUE,571.3,1,9,0,0,0,0,3,0,0,0,FUNGUS,JAW,3,0
74A-1.0,7,4,A,1,0,2010-08-26,587.3,79.6,16.0,TRUE,571.3,2,9,0,0,0,0,37,3,0,0,"FUNGUS, faint",JAW,40,3
74A-1.1,7,4,A,1,1,2010-08-26,578.3,47.7,13.4,TRUE,564.9,1,9,0,0,28,1,130,4,0,0,Immature Nostoc,JAW,163,5
74A-1.1,7,4,A,1,1,2010-08-26,578.3,47.7,13.4,TRUE,564.9,2,9,0,0,0,0,86,3,0,0,,JAW,89,3
74A-2.0,7,4,A,2,0,2010-08-26,518.0,69.5,12.0,TRUE,506.0,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
74A-2.0,7,4,A,2,0,2010-08-26,518.0,69.5,12.0,TRUE,506.0,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
74A-2.1,7,4,A,2,1,2010-08-26,828.1,82.1,13.1,TRUE,815.0,1,9,0,0,0,0,55,2,0,0,"banana FUNGUS, faint",JAW,57,2
74A-2.1,7,4,A,2,1,2010-08-26,828.1,82.1,13.1,TRUE,815.0,2,9,0,0,0,0,176,9,0,0,"banana FUNGUS, some faint",JAW,185,9
74A-3.0,7,4,A,3,0,2010-08-26,667.5,58.1,11.3,TRUE,656.2,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
74A-3.0,7,4,A,3,0,2010-08-26,667.5,58.1,11.3,TRUE,656.2,2,9,0,0,4,2,0,0,2,0,fungus,JAW,8,2
74A-3.1,7,4,A,3,1,2010-08-26,606.5,76.9,11.5,TRUE,595.0,1,9,0,0,0,0,44,0,0,0,,JAW,44,0
74A-3.1,7,4,A,3,1,2010-08-26,606.5,76.9,11.5,TRUE,595.0,2,9,0,0,0,0,14,0,0,0,,JAW,14,0
74A-4.0,7,4,A,4,0,2010-08-26,545.5,57.6,14.0,TRUE,531.5,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
74A-4.0,7,4,A,4,0,2010-08-26,545.5,67.6,14.0,TRUE,531.5,2,9,0,0,0,0,12,0,0,0,faint,JAW,12,0
74A-4.1,7,4,A,4,1,2010-08-26,693.0,79.5,13.0,TRUE,680.0,1,9,0,0,0,0,123,4,0,0,fungus,JAW,127,4
74A-4.1,7,4,A,4,1,2010-08-26,693.0,79.5,13.0,TRUE,680.0,2,9,0,0,0,0,183,4,0,0,fungus,JAW,187,4
74C-1.0,7,4,C,1,0,2010-08-27,328.1,44.3,12.8,TRUE,315.3,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
74C-1.0,7,4,C,1,0,2010-08-27,328.1,44.3,12.8,TRUE,315.3,2,9,0,0,0,0,19,1,0,0,,JAW,20,1
74C-1.1,7,4,C,1,1,2010-08-27,273.9,34.0,16.1,TRUE,257.8,1,9,0,0,0,0,14,0,0,0,,JAW,14,0
74C-1.1,7,4,C,1,1,2010-08-27,273.9,34.0,16.1,TRUE,257.8,2,9,0,0,0,0,15,0,0,0,,JAW,15,0
74C-2.0,7,4,C,2,0,2010-08-27,367.4,42.1,15.2,TRUE,352.2,1,9,0,0,0,0,84,0,1,0,,JAW,85,0
74C-2.0,7,4,C,2,0,2010-08-27,367.4,42.1,15.2,TRUE,352.2,2,9,0,0,0,0,132,2,0,0,,JAW,134,2
74C-2.1,7,4,C,2,1,2010-08-27,531.0,49.6,16.0,TRUE,515.0,1,9,0,0,0,0,13,0,0,0,,JAW,13,0
74C-2.1,7,4,C,2,1,2010-08-27,531.0,49.6,16.0,TRUE,515.0,2,9,0,0,0,0,83,0,0,0,,JAW,83,0
74C-3.0,7,4,C,3,0,2010-08-27,435.8,46.3,14.1,FALSE,421.7,1,9,0,0,0,0,44,2,2,0,,JAW,48,2
74C-3.0,7,4,C,3,0,2010-08-27,435.8,46.3,14.1,FALSE,421.7,2,9,0,0,0,0,71,4,0,0,,JAW,75,4
74C-3.1,7,4,C,3,1,2010-08-27,330.0,57.7,12.7,TRUE,317.3,1,9,0,0,0,0,30,1,0,0,,JAW,31,1
74C-3.1,7,4,C,3,1,2010-08-27,330.0,57.7,12.7,TRUE,317.3,2,9,0,0,0,0,39,1,0,0,,JAW,40,1
74C-4.0,7,4,C,4,0,2010-08-27,429.1,40.7,15.0,FALSE,414.1,1,9,0,0,19,1,77,0,0,0,,JAW,97,1
74C-4.0,7,4,C,4,0,2010-08-27,429.1,40.7,15.0,FALSE,414.1,2,9,0,0,0,0,136,1,0,0,fuzzy blobs,JAW,137,1
74C-4.1,7,4,C,4,1,2010-08-27,601.1,71.2,12.9,TRUE,588.2,1,9,0,0,0,0,120,2,0,0,faded blobs,JAW,122,2
74C-4.1,7,4,C,4,1,2010-08-27,601.1,71.2,12.9,TRUE,588.2,2,9,0,0,0,0,87,0,0,0,faded blobs,JAW,87,0
64A-1.0,6,4,A,1,0,2010-06-28,612.0,59.4,,TRUE,612.0,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
64A-1.0,6,4,A,1,0,2010-06-28,612.0,59.4,,TRUE,612.0,2,9,0,0,0,0,0,0,1,0,fungus,JAW,1,0
64A-1.1,6,4,A,1,1,2010-06-28,657.4,52.0,,TRUE,657.4,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64A-1.1,6,4,A,1,1,2010-06-28,657.4,52.0,,TRUE,657.4,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
64A-2.0,6,4,A,2,0,2010-06-28,738.6,75.4,,TRUE,738.6,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
64A-2.0,6,4,A,2,0,2010-06-28,738.6,75.4,,TRUE,738.6,2,9,0,0,0,0,21,1,0,0,"fungus, messy",JAW,22,1
64A-2.1,6,4,A,2,1,2010-06-28,574.2,61.3,,TRUE,574.2,1,9,0,0,0,0,22,2,0,0,"fungus, faint",JAW,24,2
64A-2.1,6,4,A,2,1,2010-06-28,574.2,61.3,,TRUE,574.2,2,9,0,0,0,0,5,0,1,0,"fungus, faint",JAW,6,0
64A-3.0,6,4,A,3,0,2010-06-28,315.3,52.4,NA,FALSE,315.3,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64A-3.0,6,4,A,3,0,2010-06-28,315.3,52.4,NA,FALSE,315.3,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
64A-3.1,6,4,A,3,1,2010-06-28,509.8,61.2,,TRUE,509.8,1,9,0,0,0,0,17,0,0,0,fungus,JAW,17,0
64A-3.1,6,4,A,3,1,2010-06-28,509.8,61.2,,TRUE,509.8,2,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
64A-4.0,6,4,A,4,0,2010-06-28,470.6,45.1,,TRUE,470.6,1,9,0,0,0,0,49,0,4,0,,JAW,53,0
64A-4.0,6,4,A,4,0,2010-06-28,470.6,45.1,,TRUE,470.6,2,9,0,0,0,0,34,0,0,0,,JAW,34,0
64A-4.1,6,4,A,4,1,2010-06-28,320.2,36.7,NA,FALSE,320.2,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64A-4.1,6,4,A,4,1,2010-06-28,320.2,36.7,NA,FALSE,320.2,2,9,0,0,0,0,5,0,1,0,,JAW,6,0
64C-1.0,6,4,C,1,0,2010-06-29,408.1,38.6,12.4,TRUE,395.7,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-1.0,6,4,C,1,0,2010-06-29,408.1,38.6,12.4,TRUE,395.7,2,9,0,0,5,0,0,0,0,0,,JAW,5,0
64C-1.1,6,4,C,1,1,2010-06-29,424.0,24.1,NA,FALSE,424.0,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-1.1,6,4,C,1,1,2010-06-29,424.0,24.1,NA,FALSE,424.0,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-2.0,6,4,C,2,0,2010-06-29,272.4,32.7,NA,FALSE,272.4,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-2.0,6,4,C,2,0,2010-06-29,272.4,32.7,NA,FALSE,272.4,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-2.1,6,4,C,2,1,2010-06-29,282.5,36.5,14.6,TRUE,267.9,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-2.1,6,4,C,2,1,2010-06-29,282.5,36.5,14.6,TRUE,267.9,2,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-3.0,6,4,C,3,0,2010-06-29,371.6,37.5,NA,FALSE,371.6,1,9,0,0,0,0,0,0,0,0,,JAW,0,0
64C-3.0,6,4,C,3,0,2010-06-29,371.6,37.5,NA,FALSE,371.6,2,9,0,0,0,0,9,1,0,0,,JAW,10,1
64C-3.1,6,4,C,3,1,2010-06-29,367.2,37.1,19.7,TRUE,347.5,1,9,0,0,0,0,0,0,0,0,fungus,JAW,0,0
