"SampleID","Block","Time","Chamber","Frag","Pos"
"63A-4.W","6","3","A","4","W"
"63B-1.O","6","3","B","1","O"
"63B-1.I","6","3","B","1","I"
"63B-1.S","6","3","B","1","S"
"63B-1.W","6","3","B","1","W"
"63B-2.O","6","3","B","2","O"
"63B-2.I","6","3","B","2","I"
"63B-2.N","6","3","B","2","N"
"63B-2.E","6","3","B","2","E"
"63B-3.O","6","3","B","3","O"
"63B-3.I","6","3","B","3","I"
"63B-3.N","6","3","B","3","N"
"63B-3.W","6","3","B","3","W"
"63B-4.O","6","3","B","4","O"
"63B-4.I","6","3","B","4","I"
"63B-4.S","6","3","B","4","S"
"63B-4.E","6","3","B","4","E"
"63C-1.O","6","3","C","1","O"
"63C-1.I","6","3","C","1","I"
"63C-1.S","6","3","C","1","S"
"63C-1.E","6","3","C","1","E"
"63C-2.O","6","3","C","2","O"
"63C-2.I","6","3","C","2","I"
"63C-2.N","6","3","C","2","N"
"63C-2.E","6","3","C","2","E"
"63C-3.O","6","3","C","3","O"
"63C-3.I","6","3","C","3","I"
"63C-3.S","6","3","C","3","S"
"63C-3.W","6","3","C","3","W"
"63C-4.O","6","3","C","4","O"
"63C-4.I","6","3","C","4","I"
"63C-4.N","6","3","C","4","N"
"63C-4.W","6","3","C","4","W"
"73A-1.O","7","3","A","1","O"
"73A-1.I","7","3","A","1","I"
"73A-1.N","7","3","A","1","N"
"73A-1.E","7","3","A","1","E"
"73A-2.O","7","3","A","2","O"
"73A-2.I","7","3","A","2","I"
"73A-2.S","7","3","A","2","S"
"73A-2.E","7","3","A","2","E"
"73A-3.O","7","3","A","3","O"
"73A-3.I","7","3","A","3","I"
"73A-3.S","7","3","A","3","S"
"73A-3.W","7","3","A","3","W"
"73A-4.O","7","3","A","4","O"
"73A-4.I","7","3","A","4","I"
"73A-4.N","7","3","A","4","N"
"73A-4.W","7","3","A","4","W"
"73B-1.O","7","3","B","1","O"
"73B-1.I","7","3","B","1","I"
"73B-1.N","7","3","B","1","N"
"73B-1.E","7","3","B","1","E"
"73B-2.O","7","3","B","2","O"
"73B-2.I","7","3","B","2","I"
"73B-2.S","7","3","B","2","S"
"73B-2.E","7","3","B","2","E"
"73B-3.O","7","3","B","3","O"
"73B-3.I","7","3","B","3","I"
"73B-3.S","7","3","B","3","S"
"73B-3.W","7","3","B","3","W"
"73B-4.O","7","3","B","4","O"
"73B-4.I","7","3","B","4","I"
"73B-4.N","7","3","B","4","N"
"73B-4.W","7","3","B","4","W"
"73C-1.O","7","3","C","1","O"
"73C-1.I","7","3","C","1","I"
"73C-1.S","7","3","C","1","S"
"73C-1.E","7","3","C","1","E"
"73C-2.O","7","3","C","2","O"
"73C-2.I","7","3","C","2","I"
"73C-2.S","7","3","C","2","S"
"73C-2.W","7","3","C","2","W"
"73C-3.O","7","3","C","3","O"
"73C-3.I","7","3","C","3","I"
"73C-3.N","7","3","C","3","N"
"73C-3.E","7","3","C","3","E"
"73C-4.O","7","3","C","4","O"
"73C-4.I","7","3","C","4","I"
"73C-4.N","7","3","C","4","N"
"73C-4.W","7","3","C","4","W"
"83A-1.O","8","3","A","1","O"
"83A-1.I","8","3","A","1","I"
"83A-1.S","8","3","A","1","S"
"83A-1.W","8","3","A","1","W"
"83A-2.O","8","3","A","2","O"
"83A-2.I","8","3","A","2","I"
"83A-2.N","8","3","A","2","N"
"83A-2.W","8","3","A","2","W"
"83A-3.O","8","3","A","3","O"
"83A-3.I","8","3","A","3","I"
"83A-3.N","8","3","A","3","N"
"83A-3.E","8","3","A","3","E"
"83A-4.O","8","3","A","4","O"
"83A-4.I","8","3","A","4","I"
"83A-4.S","8","3","A","4","S"
"83A-4.E","8","3","A","4","E"
"83B-1.O","8","3","B","1","O"
"83B-1.I","8","3","B","1","I"
"83B-1.N","8","3","B","1","N"
"83B-1.E","8","3","B","1","E"
"83B-2.O","8","3","B","2","O"
"83B-2.I","8","3","B","2","I"
"83B-2.S","8","3","B","2","S"
"83B-2.W","8","3","B","2","W"
"83B-3.O","8","3","B","3","O"
"83B-3.I","8","3","B","3","I"
"83B-3.S","8","3","B","3","S"
"83B-3.E","8","3","B","3","E"
"83B-4.O","8","3","B","4","O"
"83B-4.I","8","3","B","4","I"
"83B-4.N","8","3","B","4","N"
"83B-4.W","8","3","B","4","W"
"83C-1.O","8","3","C","1","O"
"83C-1.I","8","3","C","1","I"
"83C-1.S","8","3","C","1","S"
"83C-1.W","8","3","C","1","W"
"83C-2.O","8","3","C","2","O"
"83C-2.I","8","3","C","2","I"
"83C-2.S","8","3","C","2","S"
"83C-2.E","8","3","C","2","E"
"83C-3.O","8","3","C","3","O"
"83C-3.I","8","3","C","3","I"
"83C-3.N","8","3","C","3","N"
"83C-3.E","8","3","C","3","E"
"83C-4.O","8","3","C","4","O"
"83C-4.I","8","3","C","4","I"
"83C-4.N","8","3","C","4","N"
"83C-4.W","8","3","C","4","W"
"14A-1.O","1","4","A","1","O"
"14A-1.I","1","4","A","1","I"
"14A-1.N","1","4","A","1","N"
"14A-1.W","1","4","A","1","W"
"14A-2.O","1","4","A","2","O"
"14A-2.I","1","4","A","2","I"
"14A-2.S","1","4","A","2","S"
"14A-2.W","1","4","A","2","W"
"14A-3.O","1","4","A","3","O"
"14A-3.I","1","4","A","3","I"
"14A-3.S","1","4","A","3","S"
"14A-3.E","1","4","A","3","E"
"14A-4.O","1","4","A","4","O"
"14A-4.I","1","4","A","4","I"
"14A-4.N","1","4","A","4","N"
"14A-4.E","1","4","A","4","E"
"14B-1.O","1","4","B","1","O"
"14B-1.I","1","4","B","1","I"
"14B-1.S","1","4","B","1","S"
"14B-1.E","1","4","B","1","E"
"14B-2.O","1","4","B","2","O"
"14B-2.I","1","4","B","2","I"
"14B-2.S","1","4","B","2","S"
"14B-2.W","1","4","B","2","W"
"14B-3.O","1","4","B","3","O"
"14B-3.I","1","4","B","3","I"
"14B-3.N","1","4","B","3","N"
"14B-3.E","1","4","B","3","E"
"14B-4.O","1","4","B","4","O"
"14B-4.I","1","4","B","4","I"
"14B-4.N","1","4","B","4","N"
"14B-4.W","1","4","B","4","W"
"14C-1.O","1","4","C","1","O"
"14C-1.I","1","4","C","1","I"
"14C-1.N","1","4","C","1","N"
"14C-1.E","1","4","C","1","E"
"14C-2.O","1","4","C","2","O"
"14C-2.I","1","4","C","2","I"
"14C-2.N","1","4","C","2","N"
"14C-2.W","1","4","C","2","W"
"14C-3.O","1","4","C","3","O"
"14C-3.I","1","4","C","3","I"
"14C-3.S","1","4","C","3","S"
"14C-3.E","1","4","C","3","E"
"14C-4.O","1","4","C","4","O"
"14C-4.I","1","4","C","4","I"
"14C-4.S","1","4","C","4","S"
"14C-4.W","1","4","C","4","W"
"24A-1.O","2","4","A","1","O"
"24A-1.I","2","4","A","1","I"
"24A-1.N","2","4","A","1","N"
"24A-1.W","2","4","A","1","W"
"24A-2.O","2","4","A","2","O"
"24A-2.I","2","4","A","2","I"
"24A-2.S","2","4","A","2","S"
"24A-2.E","2","4","A","2","E"
"24A-3.O","2","4","A","3","O"
"24A-3.I","2","4","A","3","I"
"24A-3.N","2","4","A","3","N"
"24A-3.E","2","4","A","3","E"
"24A-4.O","2","4","A","4","O"
"24A-4.I","2","4","A","4","I"
"24A-4.S","2","4","A","4","S"
"24A-4.W","2","4","A","4","W"
"24B-1.O","2","4","B","1","O"
"24B-1.I","2","4","B","1","I"
"24B-1.S","2","4","B","1","S"
"24B-1.W","2","4","B","1","W"
"24B-2.O","2","4","B","2","O"
"24B-2.I","2","4","B","2","I"
"24B-2.S","2","4","B","2","S"
"24B-2.E","2","4","B","2","E"
"24B-3.O","2","4","B","3","O"
"24B-3.I","2","4","B","3","I"
"24B-3.N","2","4","B","3","N"
"24B-3.W","2","4","B","3","W"
"24B-4.O","2","4","B","4","O"
"24B-4.I","2","4","B","4","I"
"24B-4.N","2","4","B","4","N"
"24B-4.E","2","4","B","4","E"
"24C-1.O","2","4","C","1","O"
"24C-1.I","2","4","C","1","I"
"24C-1.S","2","4","C","1","S"
"24C-1.W","2","4","C","1","W"
"24C-2.O","2","4","C","2","O"
"24C-2.I","2","4","C","2","I"
"24C-2.N","2","4","C","2","N"
"24C-2.E","2","4","C","2","E"
"24C-3.O","2","4","C","3","O"
"24C-3.I","2","4","C","3","I"
"24C-3.N","2","4","C","3","N"
"24C-3.W","2","4","C","3","W"
"24C-4.O","2","4","C","4","O"
"24C-4.I","2","4","C","4","I"
"24C-4.S","2","4","C","4","S"
"24C-4.E","2","4","C","4","E"
"34A-1.O","3","4","A","1","O"
"34A-1.I","3","4","A","1","I"
"34A-1.S","3","4","A","1","S"
"34A-1.E","3","4","A","1","E"
"34A-2.O","3","4","A","2","O"
"34A-2.I","3","4","A","2","I"
"34A-2.S","3","4","A","2","S"
"34A-2.W","3","4","A","2","W"
"34A-3.O","3","4","A","3","O"
"34A-3.I","3","4","A","3","I"
"34A-3.N","3","4","A","3","N"
"34A-3.W","3","4","A","3","W"
"34A-4.O","3","4","A","4","O"
"34A-4.I","3","4","A","4","I"
"34A-4.N","3","4","A","4","N"
"34A-4.E","3","4","A","4","E"
"34B-1.O","3","4","B","1","O"
"34B-1.I","3","4","B","1","I"
"34B-1.N","3","4","B","1","N"
"34B-1.E","3","4","B","1","E"
"34B-2.O","3","4","B","2","O"
"34B-2.I","3","4","B","2","I"
"34B-2.N","3","4","B","2","N"
"34B-2.W","3","4","B","2","W"
"34B-3.O","3","4","B","3","O"
"34B-3.I","3","4","B","3","I"
"34B-3.S","3","4","B","3","S"
"34B-3.W","3","4","B","3","W"
"34B-4.O","3","4","B","4","O"
"34B-4.I","3","4","B","4","I"
"34B-4.S","3","4","B","4","S"
"34B-4.E","3","4","B","4","E"
"34C-1.O","3","4","C","1","O"
"34C-1.I","3","4","C","1","I"
"34C-1.N","3","4","C","1","N"
"34C-1.W","3","4","C","1","W"
"34C-2.O","3","4","C","2","O"
"34C-2.I","3","4","C","2","I"
"34C-2.S","3","4","C","2","S"
"34C-2.E","3","4","C","2","E"
"34C-3.O","3","4","C","3","O"
"34C-3.I","3","4","C","3","I"
"34C-3.S","3","4","C","3","S"
"34C-3.W","3","4","C","3","W"
"34C-4.O","3","4","C","4","O"
"34C-4.I","3","4","C","4","I"
"34C-4.N","3","4","C","4","N"
"34C-4.E","3","4","C","4","E"
"44A-1.O","4","4","A","1","O"
"44A-1.I","4","4","A","1","I"
"44A-1.S","4","4","A","1","S"
"44A-1.E","4","4","A","1","E"
"44A-2.O","4","4","A","2","O"
"44A-2.I","4","4","A","2","I"
"44A-2.N","4","4","A","2","N"
"44A-2.E","4","4","A","2","E"
"44A-3.O","4","4","A","3","O"
"44A-3.I","4","4","A","3","I"
"44A-3.N","4","4","A","3","N"
"44A-3.W","4","4","A","3","W"
"44A-4.O","4","4","A","4","O"
"44A-4.I","4","4","A","4","I"
"44A-4.S","4","4","A","4","S"
"44A-4.W","4","4","A","4","W"
"44B-1.O","4","4","B","1","O"
"44B-1.I","4","4","B","1","I"
"44B-1.N","4","4","B","1","N"
"44B-1.E","4","4","B","1","E"
"44B-2.O","4","4","B","2","O"
"44B-2.I","4","4","B","2","I"
"44B-2.S","4","4","B","2","S"
"44B-2.W","4","4","B","2","W"
"44B-3.O","4","4","B","3","O"
"44B-3.I","4","4","B","3","I"
"44B-3.N","4","4","B","3","N"
"44B-3.W","4","4","B","3","W"
"44B-4.O","4","4","B","4","O"
"44B-4.I","4","4","B","4","I"
"44B-4.S","4","4","B","4","S"
"44B-4.E","4","4","B","4","E"
"44C-1.O","4","4","C","1","O"
"44C-1.I","4","4","C","1","I"
"44C-1.S","4","4","C","1","S"
"44C-1.W","4","4","C","1","W"
"44C-2.O","4","4","C","2","O"
"44C-2.I","4","4","C","2","I"
"44C-2.S","4","4","C","2","S"
"44C-2.E","4","4","C","2","E"
"44C-3.O","4","4","C","3","O"
"44C-3.I","4","4","C","3","I"
"44C-3.N","4","4","C","3","N"
"44C-3.W","4","4","C","3","W"
"44C-4.O","4","4","C","4","O"
"44C-4.I","4","4","C","4","I"
"44C-4.N","4","4","C","4","N"
"44C-4.E","4","4","C","4","E"
"54A-1.O","5","4","A","1","O"
"54A-1.I","5","4","A","1","I"
"54A-1.S","5","4","A","1","S"
"54A-1.W","5","4","A","1","W"
"54A-2.O","5","4","A","2","O"
"54A-2.I","5","4","A","2","I"
"54A-2.N","5","4","A","2","N"
"54A-2.W","5","4","A","2","W"
"54A-3.O","5","4","A","3","O"
"54A-3.I","5","4","A","3","I"
"54A-3.S","5","4","A","3","S"
"54A-3.E","5","4","A","3","E"
"54A-4.O","5","4","A","4","O"
"54A-4.I","5","4","A","4","I"
"54A-4.N","5","4","A","4","N"
"54A-4.E","5","4","A","4","E"
"54B-1.O","5","4","B","1","O"
"54B-1.I","5","4","B","1","I"
"54B-1.S","5","4","B","1","S"
"54B-1.W","5","4","B","1","W"
"54B-2.O","5","4","B","2","O"
"54B-2.I","5","4","B","2","I"
"54B-2.N","5","4","B","2","N"
"54B-2.W","5","4","B","2","W"
"54B-3.O","5","4","B","3","O"
"54B-3.I","5","4","B","3","I"
"54B-3.N","5","4","B","3","N"
"54B-3.E","5","4","B","3","E"
"54B-4.O","5","4","B","4","O"
"54B-4.I","5","4","B","4","I"
"54B-4.S","5","4","B","4","S"
"54B-4.E","5","4","B","4","E"
"54C-1.O","5","4","C","1","O"
"54C-1.I","5","4","C","1","I"
"54C-1.S","5","4","C","1","S"
"54C-1.W","5","4","C","1","W"
"54C-2.O","5","4","C","2","O"
"54C-2.I","5","4","C","2","I"
"54C-2.N","5","4","C","2","N"
"54C-2.W","5","4","C","2","W"
"54C-3.O","5","4","C","3","O"
"54C-3.I","5","4","C","3","I"
"54C-3.N","5","4","C","3","N"
"54C-3.E","5","4","C","3","E"
"54C-4.O","5","4","C","4","O"
"54C-4.I","5","4","C","4","I"
"54C-4.S","5","4","C","4","S"
"54C-4.E","5","4","C","4","E"
"64A-1.O","6","4","A","1","O"
"64A-1.I","6","4","A","1","I"
"64A-1.S","6","4","A","1","S"
"64A-1.E","6","4","A","1","E"
"64A-2.O","6","4","A","2","O"
"64A-2.I","6","4","A","2","I"
"64A-2.S","6","4","A","2","S"
"64A-2.W","6","4","A","2","W"
"64A-3.O","6","4","A","3","O"
"64A-3.I","6","4","A","3","I"
"64A-3.N","6","4","A","3","N"
"64A-3.E","6","4","A","3","E"
"64A-4.O","6","4","A","4","O"
"64A-4.I","6","4","A","4","I"
"64A-4.N","6","4","A","4","N"
"64A-4.W","6","4","A","4","W"
"64B-1.O","6","4","B","1","O"
"64B-1.I","6","4","B","1","I"
"64B-1.S","6","4","B","1","S"
"64B-1.W","6","4","B","1","W"
"64B-2.O","6","4","B","2","O"
"64B-2.I","6","4","B","2","I"
"64B-2.S","6","4","B","2","S"
"64B-2.E","6","4","B","2","E"
"64B-3.O","6","4","B","3","O"
"64B-3.I","6","4","B","3","I"
"64B-3.N","6","4","B","3","N"
"64B-3.W","6","4","B","3","W"
"64B-4.O","6","4","B","4","O"
"64B-4.I","6","4","B","4","I"
"64B-4.N","6","4","B","4","N"
"64B-4.E","6","4","B","4","E"
"64C-1.O","6","4","C","1","O"
"64C-1.I","6","4","C","1","I"
"64C-1.S","6","4","C","1","S"
"64C-1.E","6","4","C","1","E"
"64C-2.O","6","4","C","2","O"
"64C-2.I","6","4","C","2","I"
"64C-2.N","6","4","C","2","N"
"64C-2.E","6","4","C","2","E"
"64C-3.O","6","4","C","3","O"
"64C-3.I","6","4","C","3","I"
"64C-3.N","6","4","C","3","N"
"64C-3.W","6","4","C","3","W"
"64C-4.O","6","4","C","4","O"
"64C-4.I","6","4","C","4","I"
"64C-4.S","6","4","C","4","S"
"64C-4.W","6","4","C","4","W"
"74A-1.O","7","4","A","1","O"
"74A-1.I","7","4","A","1","I"
"74A-1.S","7","4","A","1","S"
"74A-1.E","7","4","A","1","E"
"74A-2.O","7","4","A","2","O"
"74A-2.I","7","4","A","2","I"
"74A-2.N","7","4","A","2","N"
"74A-2.E","7","4","A","2","E"
"74A-3.O","7","4","A","3","O"
"74A-3.I","7","4","A","3","I"
"74A-3.S","7","4","A","3","S"
"74A-3.W","7","4","A","3","W"
"74A-4.O","7","4","A","4","O"
"74A-4.I","7","4","A","4","I"
"74A-4.N","7","4","A","4","N"
"74A-4.W","7","4","A","4","W"
"74B-1.O","7","4","B","1","O"
"74B-1.I","7","4","B","1","I"
"74B-1.S","7","4","B","1","S"
"74B-1.W","7","4","B","1","W"
"74B-2.O","7","4","B","2","O"
"74B-2.I","7","4","B","2","I"
"74B-2.N","7","4","B","2","N"
"74B-2.W","7","4","B","2","W"
"74B-3.O","7","4","B","3","O"
"74B-3.I","7","4","B","3","I"
"74B-3.S","7","4","B","3","S"
"74B-3.E","7","4","B","3","E"
"74B-4.O","7","4","B","4","O"
"74B-4.I","7","4","B","4","I"
"74B-4.N","7","4","B","4","N"
"74B-4.E","7","4","B","4","E"
"74C-1.O","7","4","C","1","O"
"74C-1.I","7","4","C","1","I"
"74C-1.S","7","4","C","1","S"
"74C-1.W","7","4","C","1","W"
"74C-2.O","7","4","C","2","O"
"74C-2.I","7","4","C","2","I"
"74C-2.N","7","4","C","2","N"
"74C-2.W","7","4","C","2","W"
"74C-3.O","7","4","C","3","O"
"74C-3.I","7","4","C","3","I"
"74C-3.S","7","4","C","3","S"
"74C-3.E","7","4","C","3","E"
"74C-4.O","7","4","C","4","O"
"74C-4.I","7","4","C","4","I"
"74C-4.N","7","4","C","4","N"
"74C-4.E","7","4","C","4","E"
"84A-1.O","8","4","A","1","O"
"84A-1.I","8","4","A","1","I"
"84A-1.S","8","4","A","1","S"
"84A-1.W","8","4","A","1","W"
"84A-2.O","8","4","A","2","O"
"84A-2.I","8","4","A","2","I"
"84A-2.N","8","4","A","2","N"
"84A-2.E","8","4","A","2","E"
"84A-3.O","8","4","A","3","O"
"84A-3.I","8","4","A","3","I"
"84A-3.N","8","4","A","3","N"
"84A-3.W","8","4","A","3","W"
"84A-4.O","8","4","A","4","O"
"84A-4.I","8","4","A","4","I"
"84A-4.S","8","4","A","4","S"
"84A-4.E","8","4","A","4","E"
"84B-1.O","8","4","B","1","O"
"84B-1.I","8","4","B","1","I"
"84B-1.S","8","4","B","1","S"
"84B-1.E","8","4","B","1","E"
"84B-2.O","8","4","B","2","O"
"84B-2.I","8","4","B","2","I"
"84B-2.N","8","4","B","2","N"
"84B-2.W","8","4","B","2","W"
"84B-3.O","8","4","B","3","O"
"84B-3.I","8","4","B","3","I"
"84B-3.S","8","4","B","3","S"
"84B-3.W","8","4","B","3","W"
"84B-4.O","8","4","B","4","O"
"84B-4.I","8","4","B","4","I"
"84B-4.N","8","4","B","4","N"
"84B-4.E","8","4","B","4","E"
"84C-1.O","8","4","C","1","O"
"84C-1.I","8","4","C","1","I"
"84C-1.N","8","4","C","1","N"
"84C-1.W","8","4","C","1","W"
"84C-2.O","8","4","C","2","O"
"84C-2.I","8","4","C","2","I"
"84C-2.S","8","4","C","2","S"
"84C-2.W","8","4","C","2","W"
"84C-3.O","8","4","C","3","O"
"84C-3.I","8","4","C","3","I"
"84C-3.N","8","4","C","3","N"
"84C-3.E","8","4","C","3","E"
"84C-4.O","8","4","C","4","O"
"84C-4.I","8","4","C","4","I"
"84C-4.S","8","4","C","4","S"
"84C-4.E","8","4","C","4","E"
